UI_20150317_000001	{@st41b}可以跟各職業大師{nl}學習特性。{/}
UI_20160225_002128	ミルティスの支配から解放された水晶鉱山で、テンプルシューターがまたゴブリンたちを呼び集めています。{nl}テンプルシューターを退治して水晶鉱山の安全を取り戻しましょう。
UI_20160225_002129	{@st41c}%s枚{/}
UI_20160225_002130	名前とクラス
UI_20160225_002131	{@st41b}更新
UI_20160225_002132	最近開かれた観覧リスト
UI_20160225_002133	観戦する
UI_20160225_002134	{#000000}%s勝{/}
UI_20160225_002135	{@st66b}TBL商店
UI_20160225_002136	一日獲得ポイント
UI_20160225_002137	現在の購入ポイント
UI_20160225_002138	戦績
UI_20160225_002139	保管箱
UI_20160225_002140	%s位
UI_20160225_002141	退治回数 : %s
UI_20160225_002142	ダメージ : %s
UI_20160225_002143	最大バフ適用数増加
UI_20160512_002144	トークンを購入したユーザーだけが利用可能で、取引可能なアイテムを保管することができます。
UI_20160512_002145	{@st42}双方にトークン特典が適用されている場合は{nl}武器アイテムの取引属性は{nl}変更されません。{/}
UI_20160512_002146	{@st41}マイ召喚獣情報
UI_20160512_002147	{@st43}ギルドバトルランキング{/}
UI_20160512_002148	ギルドバトルランキング
UI_20160512_002149	{@st59}ギルドバトルランキングを閉じます。
UI_20160512_002150	{@st66b}リアルタイム順位
UI_20160512_002151	{@st66b}週間順位{/}
UI_20160512_002152	{@st66b}歴代順位{/}
UI_20160512_002153	所属ギルドの順位
UI_20160512_002154	{@sti1}%s 位{/}
UI_20160512_002155	過去の週間順位
UI_20160512_002156	1位
UI_20160512_002157	ギルド報酬リスト
UI_20160512_002158	{@st41}召喚体 : {#ffcc33}%s{/}
UI_20160512_002159	{@st41}必要な破片 : %s個
UI_20160512_002160	攻撃力 : {@st41b}%s
UI_20160512_002161	防御力 : {@st41b}%s
UI_20160512_002162	力 : {@st41b}%s
UI_20160512_002163	体力 : {@st41b}%s
UI_20160512_002164	知能 : {@st41b}%s
UI_20160512_002165	敏捷 : {@st41b}%s
UI_20160512_002166	精神 : {@st41b}%s
UI_20160512_002167	{@st42}ヘアカラー{/}
UI_20160512_002168	{@st42}装着可能な称号{/}
UI_20160512_002169	{@st66b} 環境エフェクト適用
UI_20160512_002170	{@st66b} デッドパーツ適用
UI_20160512_002171	{@st66b} キャラクターシルエット適用
UI_20160512_002172	{@st66b}カメラ振動使用{/}
UI_20160512_002173	チーム情報
UI_20160512_002174	{@st66b}バラック変更{/}
UI_20160512_002175	{@st43}{s26}チームレベル  %s{/}
UI_20160512_002176	{@st66b}チーム情報
UI_20160512_002177	{/}{b}{s20}コンパニオン{/}{s43}{@st43}%s{/}{/}{b}{s20}を本当に削除しますか？{/}
UI_20160512_002178	{/}{b}{s20}削除が完了すると元に戻せません。{/}
UI_20160512_002179	{/}{b}{s20}コンパニオン{/}{s43}{@st43}%s{/}
UI_20160512_002180	{/}{b}{s20}%s秒後に削除されます。{/}
UI_20160512_002181	{s18}{ol}{#ffffcc}いいえ{/}
UI_20160512_002182	{s18}{ol}{#ffffcc}取消{/}
UI_20160512_002183	{@st65}ダメージ量 %s{/}
UI_20160512_002184	{@st65}{s12}達成{/}
UI_20160512_002185	{#2c140c}平均レベル : %s{/}
UI_20160512_002186	{@st41b}参加
UI_20160512_002187	{@st42}キャラクターあいさつ{/}
UI_20160512_002188	[サーバー] ギルド名
UI_20160512_002189	戦績 / 点数
UI_20160512_002190	[結成: %s 戦]
UI_20160512_002191	{#16120e}達成{/}
UI_20160512_002192	ダメージ量 : %s
UI_20160512_002193	{@sti9}討伐数
UI_20160512_002194	{@sti9}威力
UI_20160622_002195	チャットウィンドウ簡略化
UI_20160622_002196	最新のチャットへ移動
UI_20160622_002197	{@st43}イベント商店{/}
UI_20160622_002198	{@st59}イベント商店を閉じます{/}
UI_20160622_002199	{@st42}双方にトークン特典が適用されている場合は{nl}装備アイテムの取引属性は変更されません。{nl}{#FFFF00}消費や材料アイテムはトークンに関係なく{nl}取引不可となります。{/}
UI_20160622_002200	{@st41}ステータス
UI_20160622_002201	{@st59}総合ギルドバトル
UI_20160622_002202	{@st43}総合ギルドバトルランキング{/}
UI_20160622_002203	総合ギルドバトルランキング
UI_20160622_002204	{@st59}総合ギルドバトルランキングを閉じます。
UI_20160622_002205	{@st59b}総合ギルドバトル{nl}{@st59s} - 毎週報酬が支給され、ランキングがリセットされます。{nl}- 報酬の詳細は報酬リストをご確認ください。{nl}{/}
UI_20160622_002206	{@st66b}%s位{/}
UI_20160622_002207	{@sti8}{s18}{ds}参加したギルドメンバー (%s){/}
UI_20160622_002208	{@st41}拒否したギルドメンバー{/}
UI_20160622_002209	{@st66d}%s名参加(ログイン%s命中){/}
UI_20160622_002210	{@st59}レンズ{/}
UI_20160622_002211	{@st41}供物の材料
UI_20160622_002212	{@st66b}スキル操作速度(%s){/}
UI_20160622_002213	{@st66b}他のキャラクターのエフェクトを見る{/}
UI_20160622_002214	{@st66b}環境エフェクト適用{/}
UI_20160622_002215	{@st59}背景グラフィックの環境エフェクトを表示します。{/}
UI_20160622_002216	{@st66b}小型、中型モンスターデッドパーツ適用{/}
UI_20160622_002217	{@st59}モンスター討伐時に破片を表示します。{/}
UI_20160622_002218	{@st66b}キャラクターシルエット適用{/}
UI_20160622_002219	{@st59}キャラクターが背景の後ろにいる時、シルエットで表示します。{/}
UI_20160622_002220	{s15}%sを使用しますか？{/}
UI_20160622_002221	使用制限：%s
UI_20160622_002222	日時分秒
UI_20160622_002223	{@st42b}シャウレイ{/}
UI_20160622_002224	{#000000}点数{/}
UI_20160622_002225	{#000000}%s点{/}
UI_20160622_002226	{@st42}ギルド戦争
UI_20160622_002227	総合ギルドバトル順位
UI_20160622_002228	中立宣言
UI_20160718_002229	{@st41}すぐにゾーンへ移動
UI_20160718_002230	{@st46}ギルドバトル結果{/}
UI_20160718_002231	{@st45tw2}対戦時間{/}
UI_20160718_002232	{@st43b}ギルドタワーHP{/}
UI_20160718_002233	{@sti9}合計キルカウント{/}
UI_20160718_002234	{@stz1}合計デスカウント{/}
UI_20160718_002235	{@sti1c}戦績{/}
UI_20160718_002236	{@sti6}%s勝 {@sti7}%s敗{/}
UI_20160718_002237	{@sti9}%s勝 {@sti6}%s敗{/}
UI_20160718_002238	{@st45tw2}キルランキング3
UI_20160718_002239	{@st45tw2}名前
UI_20160718_002240	{@st45tw2}キル
UI_20160718_002241	{@st45tw2}デス
UI_20160718_002242	TPチャージ
UI_20160718_002243	{@st42}TPチャージ
UI_20160718_002244	{@st43}{s22}スチームインベントリアイテム
UI_20160718_002245	支給TP
UI_20160718_002246	{@st49}使用{/}
UI_20160718_002247	{@st41}通報{/}
UI_20160718_002248	贈与取引の疑いがあるアイテムを通報します。
UI_20160722_002249	{@st42}アイテム{/}
UI_20160722_002250	{@st42}{img silver 20 20}保管金額{/}
UI_20160722_002251	{@st66b}{img in_arrow 20 20}入金
UI_20160722_002252	{@st59}入金します。{/}
UI_20160722_002253	{@st66b}{img chul_arrow 20 20}出金
UI_20160722_002254	{@st59}出金します。{/}
UI_20160722_002255	{@st42b}{img silver 20 20}金額{/}
UI_20160722_002256	現在の待機人数：
UI_20160722_002257	情報を読み込んでいます。
UI_20160722_002258	{@st59}製作UIを閉じます。{/}
